nomor_surat|nomor_ayat|judul_latin|konten
67|1|Kerajaan|Mahasuci Allah yang menguasai (segala) kerajaan, dan Dia Mahakuasa atas segala sesuatu.
67|2|Kerajaan|Dan mereka berkata, “Sekiranya (dahulu) kami mendengarkan atau memikirkan (peringatan itu) tentulah kami tidak termasuk penghuni neraka yang menyala-nyala.”
67|3|Kerajaan|Maka mereka mengakui dosanya. Tetapi jauhlah (dari rahmat Allah) bagi penghuni neraka yang menyala-nyala itu.
67|4|Kerajaan|Sesungguhnya orang-orang yang takut kepada Tuhannya yang tidak terlihat oleh mereka, mereka memperoleh ampunan dan pahala yang besar. 
67|5|Kerajaan|Dan rahasiakanlah perkataanmu atau nyatakanlah. Sungguh, Dia Maha Mengetahui segala isi hati. 
67|6|Kerajaan|Apakah (pantas) Allah yang menciptakan itu tidak mengetahui? Dan Dia Mahahalus, Maha Mengetahui.
67|7|Kerajaan|Dialah yang menjadikan bumi untuk kamu yang mudah dijelajahi, maka jelajahilah di segala penjurunya dan makanlah sebagian dari rezeki-Nya. Dan hanya kepada-Nyalah kamu (kembali setelah) dibangkitkan. 
67|8|Kerajaan|Sudah merasa amankah kamu, bahwa Dia yang di langit tidak akan membuat kamu ditelan bumi ketika tiba-tiba ia terguncang?
67|9|Kerajaan|Atau sudah merasa amankah kamu, bahwa Dia yang di langit tidak akan mengirimkan badai yang berbatu kepadamu? Namun kelak kamu akan mengetahui bagaimana (akibat mendustakan) peringatan-Ku.
67|10|Kerajaan|Dan sungguh, orang-orang yang sebelum mereka pun telah mendustakan (rasul-rasul-Nya). Maka betapa hebatnya kemurkaan-Ku! 
67|11|Kerajaan|Tidakkah mereka memperhatikan burung-burung yang mengembangkan dan mengatupkan sayapnya di atas mereka? Tidak ada yang menahannya (di udara) selain Yang Maha Pengasih. Sungguh, Dia Maha Melihat segala sesuatu.  
67|12|Kerajaan|Yang menciptakan mati dan hidup, untuk menguji kamu, siapa di antara kamu yang lebih baik amalnya. Dan Dia Mahaperkasa, Maha Pengampun.
67|13|Kerajaan|Atau siapakah yang akan menjadi bala tentara bagimu yang dapat membelamu selain (Allah) Yang Maha Pengasih? Orang-orang kafir itu hanyalah dalam (keadaan) tertipu. 
67|14|Kerajaan|Atau siapakah yang dapat memberimu rezeki jika Dia menahan rezeki-Nya? Bahkan mereka terus-menerus dalam kesombongan dan menjauhkan diri (dari kebenaran).
67|15|Kerajaan|Apakah orang yang merangkak dengan wajah tertelungkup yang lebih terpimpin (dalam kebenaran) ataukah orang yang berjalan tegap di atas jalan yang lurus?
67|16|Kerajaan|Katakanlah, “Dialah yang menciptakan kamu dan menjadikan pendengaran, penglihatan dan hati nurani bagi kamu. (Tetapi) sedikit sekali kamu bersyukur.”
67|17|Kerajaan|Katakanlah, “Dialah yang menjadikan kamu berkembang biak di muka bumi, dan hanya kepada-Nya kamu akan dikumpulkan.” 
67|18|Kerajaan|Dan mereka berkata, “Kapan (datangnya) ancaman itu jika kamu orang yang benar?”
67|19|Kerajaan|Katakanlah (Muhammad), “Sesungguhnya ilmu (tentang hari Kiamat itu) hanya ada pada Allah. Dan aku hanyalah seorang pemberi peringatan yang menjelaskan.” 
67|20|Kerajaan|Maka ketika mereka melihat azab (pada hari Kiamat) sudah dekat, wajah orang-orang kafir itu menjadi muram. Dan dikatakan (kepada mereka), “Inilah (azab) yang dahulunya kamu minta.” 
67|21|Kerajaan|Katakanlah (Muhammad), “Tahukah kamu jika Allah mematikan aku dan orang-orang yang bersamaku atau memberi rahmat kepada kami, (maka kami akan masuk surga), lalu siapa yang dapat melindungi orang-orang kafir dari azab yang pedih?”
67|22|Kerajaan|Katakanlah, “Dialah Yang Maha Pengasih, kami beriman kepada-Nya dan kepada-Nya kami bertawakal. Maka kelak kamu akan tahu siapa yang berada dalam kesesatan yang nyata.” 
67|23|Kerajaan|Yang menciptakan tujuh langit berlapis-lapis. Tidak akan kamu lihat sesuatu yang tidak seimbang pada ciptaan Tuhan Yang Maha Pengasih. Maka lihatlah sekali lagi, adakah kamu lihat sesuatu yang cacat?
67|24|Kerajaan|Katakanlah (Muhammad), “Terangkanlah kepadaku jika sumber air kamu menjadi kering; maka siapa yang akan memberimu air yang mengalir?”
67|25|Kerajaan|Kemudian ulangi pandangan(mu) sekali lagi (dan) sekali lagi, niscaya pandanganmu akan kembali kepadamu tanpa menemukan cacat dan ia (pandanganmu) dalam keadaan letih.
67|26|Kerajaan|Dan sungguh, telah Kami hiasi langit yang dekat, dengan bintang-bintang dan Kami jadikannya (bintang-bintang itu) sebagai alat-alat pelempar setan, dan Kami sediakan bagi mereka azab neraka yang menyala-nyala.
67|27|Kerajaan|Dan orang-orang yang ingkar kepada Tuhannya akan mendapat azab Jahanam. Dan itulah seburuk-buruk tempat kembali.
67|28|Kerajaan|Apabila mereka dilemparkan ke dalamnya mereka mendengar suara neraka yang mengerikan, sedang neraka itu membara,
67|29|Kerajaan|hampir meledak karena marah. Setiap kali ada sekumpulan (orang-orang kafir) dilemparkan ke dalamnya, penjaga-penjaga (neraka itu) bertanya kepada mereka, “Apakah belum pernah ada orang yang datang memberi peringatan kepadamu (di dunia)?”
67|30|Kerajaan|Mereka menjawab, “Benar, sungguh, seorang pemberi peringatan telah datang kepada kami, tetapi kami mendustakan(nya) dan kami katakan, “Allah tidak menurunkan sesuatu apa pun, kamu sebenarnya di dalam kesesatan yang besar.”
67|30|Kerajaan|Mereka menjawab, “Benar, sungguh, seorang pemberi peringatan telah datang kepada kami, tetapi kami mendustakan(nya) dan kami katakan, “Allah tidak menurunkan sesuatu apa pun, kamu sebenarnya di dalam kesesatan yang besar.”
68|1|Pena|Nun. Demi pena dan apa yang mereka tuliskan, 
68|2|Pena|Dan janganlah engkau patuhi setiap orang yang suka bersumpah dan suka menghina,
68|3|Pena|suka mencela, yang kian ke mari menyebarkan fitnah, 
68|4|Pena|yang merintangi segala yang baik, yang melampaui batas dan banyak dosa, 
68|5|Pena|yang bertabiat kasar, selain itu juga terkenal kejahatannya,
68|6|Pena|karena dia kaya dan banyak anak.
68|7|Pena|Apabila ayat-ayat Kami dibacakan kepadanya, dia berkata, “(Ini adalah) dongeng-dongeng orang dahulu.” 
68|8|Pena|Kelak dia akan Kami beri tanda pada belalai(nya). 
68|9|Pena|Sungguh, Kami telah menguji mereka (orang musyrik Mekah) sebagaimana Kami telah menguji pemilik-pemilik kebun, ketika mereka bersumpah pasti akan memetik (hasil)nya pada pagi hari,
68|10|Pena|tetapi mereka tidak menyisihkan (dengan mengucapkan, “Insya Allah”).
68|11|Pena|Lalu kebun itu ditimpa bencana (yang datang) dari Tuhanmu ketika mereka sedang tidur.
68|12|Pena|dengan karunia Tuhanmu engkau (Muhammad) bukanlah orang gila. 
68|13|Pena|Maka jadilah kebun itu hitam seperti malam yang gelap gulita,
68|14|Pena|lalu pada pagi hari mereka saling memanggil.
68|15|Pena|”Pergilah pagi-pagi ke kebunmu jika kamu hendak memetik hasil.” 
68|16|Pena|Maka mereka pun berangkat sambil berbisik-bisik. 
68|17|Pena|”Pada hari ini jangan sampai ada orang miskin masuk ke dalam kebunmu.” 
68|18|Pena|Dan berangkatlah mereka pada pagi hari dengan niat menghalangi (orang-orang miskin) padahal mereka mampu (menolongnya). 
68|19|Pena|Maka ketika mereka melihat kebun itu, mereka berkata, “Sungguh, kita ini benar-benar orang-orang yang sesat,
68|20|Pena|bahkan kita tidak memperoleh apa pun,”
68|21|Pena|berkatalah seorang yang paling bijak di antara mereka, “Bukankah aku telah mengatakan kepadamu, mengapa kamu tidak bertasbih (kepada Tuhanmu).”
68|22|Pena|Mereka mengucapkan, “Mahasuci Tuhan kami, sungguh, kami adalah orang-orang yang zalim.” 
68|23|Pena|Dan sesungguhnya engkau pasti mendapat pahala yang besar yang tidak putus-putusnya. 
68|24|Pena|Lalu mereka saling berhadapan dan saling menyalahkan.
68|25|Pena|Mereka berkata, “Celaka kita! Sesungguhnya kita orang-orang yang melampaui batas. 
68|26|Pena|Mudah-mudahan Tuhan memberikan ganti kepada kita dengan (kebun) yang lebih baik daripada yang ini, sungguh, kita mengharapkan ampunan dari Tuhan kita.” 
68|27|Pena|Seperti itulah azab (di dunia). Dan sungguh, azab akhirat lebih besar se-kiranya mereka mengetahui.
68|28|Pena|Sungguh, bagi orang-orang yang bertakwa (disediakan) surga yang penuh kenikmatan di sisi Tuhannya.
68|29|Pena|Apakah patut Kami memperlakukan orang-orang Islam itu seperti orang-orang yang berdosa (orang kafir)?
68|30|Pena|Mengapa kamu (berbuat demikian)? Bagaimana kamu mengambil keputusan?
68|31|Pena|Atau apakah kamu mempunyai kitab (yang diturunkan Allah) yang kamu pelajari?  
68|32|Pena|sesungguhnya kamu dapat memilih apa saja yang ada di dalamnya.
68|33|Pena|Atau apakah kamu memperoleh (janji-janji yang diperkuat dengan) sumpah dari Kami, yang tetap berlaku sampai hari Kiamat; bahwa kamu dapat mengambil keputusan (sekehendakmu)? 
68|34|Pena|Dan sesungguhnya engkau benar-benar berbudi pekerti yang luhur. 
68|35|Pena|Tanyakanlah kepada mereka, “Siapakah di antara mereka yang bertanggung jawab terhadap (keputusan yang diambil itu)?”
68|36|Pena|Atau apakah mereka mempunyai sekutu-sekutu? Kalau begitu hendaklah mereka mendatangkan sekutu-sekutunya jika mereka orang-orang yang benar.
68|37|Pena|(Ingatlah) pada hari ketika betis disingkapkan dan mereka diseru untuk bersujud; maka mereka tidak mampu,
68|38|Pena|pandangan mereka tertunduk ke bawah, diliputi kehinaan. Dan sungguh, dahulu (di dunia) mereka telah diseru untuk bersujud pada waktu mereka sehat (tetapi mereka tidak melakukan). 
68|39|Pena|Maka serahkanlah kepada-Ku (urusannya) dan orang-orang yang mendustakan perkataan ini (Al-Qur'an). Kelak akan Kami hukum mereka berangsur-angsur dari arah yang tidak mereka ketahui, 
68|40|Pena|dan Aku memberi tenggang waktu kepada mereka. Sungguh, rencana-Ku sangat teguh. 
68|41|Pena|Ataukah engkau (Muhammad) meminta imbalan kepada mereka, sehingga mereka dibebani dengan utang?
68|42|Pena|Ataukah mereka mengetahui yang gaib, lalu mereka menuliskannya?
68|43|Pena|Maka bersabarlah engkau (Muhammad) terhadap ketetapan Tuhanmu, dan janganlah engkau seperti (Yunus) orang yang berada dalam (perut) ikan ketika dia berdoa dengan hati sedih.
68|44|Pena|Sekiranya dia tidak segera mendapat nikmat dari Tuhannya, pastilah dia dicampakkan ke tanah tandus dalam keadaan tercela. 
68|45|Pena|Maka kelak engkau akan melihat dan mereka (orang-orang kafir) pun akan melihat, 
68|46|Pena|Lalu Tuhannya memilihnya dan menjadikannya termasuk orang yang saleh. 
68|47|Pena|Dan sungguh, orang-orang kafir itu hampir-hampir menggelincirkanmu dengan pandangan mata mereka, ketika mereka mendengar Al-Qur'an dan mereka berkata, “Dia (Muhammad) itu benar-benar orang gila.”
68|48|Pena|Padahal (Al-Qur'an) itu tidak lain adalah peringatan bagi seluruh alam.
68|49|Pena|siapa di antara kamu yang gila? 
68|50|Pena|Sungguh, Tuhanmu, Dialah yang paling mengetahui siapa yang sesat dari jalan-Nya; dan Dialah yang paling mengetahui siapa orang yang mendapat petunjuk. 
68|51|Pena|Maka janganlah engkau patuhi orang-orang yang mendustakan (ayat-ayat Allah).
68|52|Pena|Mereka menginginkan agar engkau bersikap lunak maka mereka bersikap lunak (pula). 
68|52|Pena|Mereka menginginkan agar engkau bersikap lunak maka mereka bersikap lunak (pula). 
69|1|Hari Kiamat|Hari Kiamat,
69|2|Hari Kiamat|Maka mereka mendurhakai utusan Tuhannya, Allah menyiksa mereka dengan siksaan yang sangat keras. 
69|3|Hari Kiamat|Sesungguhnya ketika air naik (sampai ke gunung), Kami membawa (nenek moyang) kamu ke dalam kapal, 
69|4|Hari Kiamat|agar Kami jadikan (peristiwa itu) sebagai peringatan bagi kamu dan agar diperhatikan oleh telinga yang mau mendengar. 
69|5|Hari Kiamat|Maka apabila sangkakala ditiup sekali tiup,
69|6|Hari Kiamat|dan diangkatlah bumi dan gunung-gunung, lalu dibenturkan keduanya sekali benturan.
69|7|Hari Kiamat|Maka pada hari itu terjadilah hari Kiamat, 
69|8|Hari Kiamat|dan terbelahlah langit, karena pada hari itu langit menjadi rapuh.
69|9|Hari Kiamat|Dan para malaikat berada di berbagai penjuru langit. Pada hari itu delapan malaikat menjunjung ‘Arsy (singgasana) Tuhanmu di atas (kepala) mereka. 
69|10|Hari Kiamat|Pada hari itu kamu dihadapkan (kepada Tuhanmu), tidak ada sesuatu pun dari kamu yang tersembunyi (bagi Allah). 
69|11|Hari Kiamat|Adapun orang yang kitabnya  diberikan di tangan kanannya, maka dia berkata, “Ambillah, bacalah kitabku (ini).” 
69|12|Hari Kiamat|apakah hari Kiamat itu?
69|13|Hari Kiamat|Sesungguhnya aku yakin, bahwa (suatu saat) aku akan menerima perhitungan terhadap diriku. 
69|14|Hari Kiamat|Maka orang itu berada dalam kehidupan yang diridai,
69|15|Hari Kiamat|dalam surga yang tinggi, 
69|16|Hari Kiamat|buah-buahannya dekat,
69|17|Hari Kiamat|(kepada mereka dikatakan), “Makan dan minumlah dengan nikmat karena amal yang telah kamu kerjakan pada hari-hari yang telah lalu.” 
69|18|Hari Kiamat|Dan adapun orang yang kitabnya diberikan di tangan kirinya, maka dia berkata, “Alangkah baiknya jika kitabku (ini) tidak diberikan kepadaku.
69|19|Hari Kiamat|Sehingga aku tidak mengetahui bagaimana perhitunganku. 
69|20|Hari Kiamat|Wahai, kiranya (kematian) itulah yang menyudahi segala sesuatu. 
69|21|Hari Kiamat|Hartaku sama sekali tidak berguna bagiku. 
69|22|Hari Kiamat|Kekuasaanku telah hilang dariku.”
69|23|Hari Kiamat|Dan tahukah kamu apakah hari Kiamat itu?
69|24|Hari Kiamat|(Allah berfirman), “Tangkaplah dia lalu belenggulah tangannya ke lehernya.” 
69|25|Hari Kiamat|Kemudian masukkanlah dia ke dalam api neraka yang menyala-nyala. 
69|26|Hari Kiamat|Kemudian belitlah dia dengan rantai yang panjangnya tujuh puluh hasta. 
69|27|Hari Kiamat|Sesungguhnya dialah orang yang tidak beriman kepada Allah Yang Mahabesar. 
69|28|Hari Kiamat|Dan juga dia tidak mendorong (orang lain) untuk memberi makan orang miskin. 
69|29|Hari Kiamat|Maka pada hari ini di sini tidak ada seorang teman pun baginya. 
69|30|Hari Kiamat|Dan tidak ada makanan (baginya) kecuali dari darah dan nanah. 
69|31|Hari Kiamat|Tidak ada yang memakannya kecuali orang-orang yang berdosa. 
69|32|Hari Kiamat|Maka Aku bersumpah demi apa yang kamu lihat, 
69|33|Hari Kiamat|dan demi apa yang tidak kamu lihat.
69|34|Hari Kiamat|Kaum Samud, dan ‘Ad telah mendustakan hari Kiamat.
69|35|Hari Kiamat|Sesungguhnya ia (Al-Qur'an) itu benar-benar wahyu (yang diturunkan kepada) Rasul yang mulia,
69|36|Hari Kiamat|dan ia (Al-Qur'an) bukanlah perkataan seorang penyair. Sedikit sekali kamu beriman kepadanya. 
69|37|Hari Kiamat|Dan bukan pula perkataan tukang tenung. Sedikit sekali kamu mengambil pelajaran darinya. 
69|38|Hari Kiamat|Ia (Al-Qur'an) adalah wahyu yang diturunkan dari Tuhan seluruh alam. 
69|39|Hari Kiamat|Dan sekiranya dia (Muhammad) mengada-adakan sebagian perkataan atas (nama) Kami, 
69|40|Hari Kiamat|pasti Kami pegang dia pada tangan kanannya. 
69|41|Hari Kiamat|Kemudian Kami potong pembuluh jantungnya. 
69|42|Hari Kiamat|Maka tidak seorang pun dari kamu yang dapat menghalangi (Kami untuk menghukumnya). 
69|43|Hari Kiamat|Dan sungguh, (Al-Qur'an) itu pelajaran bagi orang-orang yang bertakwa. 
69|44|Hari Kiamat|Dan sungguh, Kami mengetahui bahwa di antara kamu ada orang yang mendustakan.
69|45|Hari Kiamat|Maka adapun kaum Samud, mereka telah dibinasakan dengan suara yang sangat keras,
69|46|Hari Kiamat|Dan sungguh, (Al-Qur'an) itu akan menimbulkan penyesalan bagi orang-orang kafir (di akhirat).
69|47|Hari Kiamat|Dan Sungguh, (Al-Qur'an) itu kebenaran yang meyakinkan. 
69|48|Hari Kiamat|Maka bertasbihlah dengan (menyebut) nama Tuhanmu Yang Mahaagung. 
69|49|Hari Kiamat|sedangkan kaum ‘Ad, mereka telah dibinasakan dengan angin topan yang sangat dingin,
69|50|Hari Kiamat|Allah menimpakan angin itu kepada mereka selama tujuh malam delapan hari terus-menerus; maka kamu melihat kaum ‘Ad pada waktu itu mati bergelimpangan seperti batang-batang pohon kurma yang telah kosong (lapuk).
69|51|Hari Kiamat|Maka adakah kamu melihat seorang pun yang masih tersisa di antara mereka?
69|52|Hari Kiamat|Kemudian datang Fir‘aun dan orang-orang yang sebelumnya dan (penduduk) negeri-negeri yang dijungkirbalikkan karena kesalahan yang besar.
69|52|Hari Kiamat|Kemudian datang Fir‘aun dan orang-orang yang sebelumnya dan (penduduk) negeri-negeri yang dijungkirbalikkan karena kesalahan yang besar.
70|1|Tempat Naik|Seseorang bertanya tentang azab yang pasti terjadi, 
70|2|Tempat Naik|dan tidak ada seorang teman karib pun menanyakan temannya,
70|3|Tempat Naik|sedang mereka saling melihat. Pada hari itu, orang yang berdosa ingin sekiranya dia dapat menebus (dirinya) dari azab dengan anak-anaknya, 
70|4|Tempat Naik|dan istrinya dan saudaranya, 
70|5|Tempat Naik|dan keluarga yang melindunginya (di dunia),
70|6|Tempat Naik|dan orang-orang di bumi seluruhnya, kemudian mengharapkan (tebusan) itu dapat menyelamatkannya.
70|7|Tempat Naik|Sama sekali tidak! Sungguh, neraka itu api yang bergejolak,
70|8|Tempat Naik|yang mengelupaskan kulit kepala. 
70|9|Tempat Naik|Yang memanggil orang yang membelakangi dan yang berpaling (dari agama),
70|10|Tempat Naik|dan orang yang mengumpulkan (harta benda) lalu menyimpannya. 
70|11|Tempat Naik|Sungguh, manusia diciptakan bersifat suka mengeluh. 
70|12|Tempat Naik|bagi orang-orang kafir, yang tidak seorang pun dapat menolaknya,
70|13|Tempat Naik|Apabila dia ditimpa kesusahan dia berkeluh kesah, 
70|14|Tempat Naik|dan apabila mendapat kebaikan (harta) dia jadi kikir, 
70|15|Tempat Naik|kecuali orang-orang yang melaksanakan salat, 
70|16|Tempat Naik|mereka yang tetap setia melaksanakan salatnya, 
70|17|Tempat Naik|dan orang-orang yang dalam hartanya disiapkan bagian tertentu, 
70|18|Tempat Naik|bagi orang (miskin) yang meminta dan yang tidak meminta, 
70|19|Tempat Naik|dan orang-orang yang mempercayai hari pembalasan, 
70|20|Tempat Naik|dan orang-orang yang takut terhadap azab Tuhannya, 
70|21|Tempat Naik|sesungguhnya terhadap azab Tuhan mereka, tidak ada seseorang yang merasa aman (dari kedatangannya), 
70|22|Tempat Naik|dan orang-orang yang memelihara kemaluannya, 
70|23|Tempat Naik|(Azab) dari Allah, yang memiliki tempat-tempat naik.
70|24|Tempat Naik|kecuali terhadap istri-istri mereka atau hamba sahaya yang mereka miliki maka sesungguhnya mereka tidak tercela. 
70|25|Tempat Naik|Maka barangsiapa mencari di luar itu (seperti zina, homoseks dan lesbian), mereka itulah orang-orang yang melampaui batas. 
70|26|Tempat Naik|Dan orang-orang yang memelihara amanat dan janjinya, 
70|27|Tempat Naik|dan orang-orang yang berpegang teguh pada kesaksiannya, 
70|28|Tempat Naik|dan orang-orang yang memelihara salatnya.
70|29|Tempat Naik|Mereka itu dimuliakan di dalam surga. 
70|30|Tempat Naik|Maka mengapa orang-orang kafir itu datang bergegas ke hadapanmu (Muhammad), 
70|31|Tempat Naik|dari kanan dan dari kiri dengan berkelompok-kelompok?
70|32|Tempat Naik|Apakah setiap orang dari orang-orang kafir itu ingin masuk surga yang penuh kenikmatan?
70|33|Tempat Naik|Tidak mungkin! Sesungguhnya Kami menciptakan mereka dari apa yang mereka ketahui.
70|34|Tempat Naik|Para malaikat dan Jibril naik (menghadap) kepada Tuhan, dalam sehari setara dengan lima puluh ribu tahun.
70|35|Tempat Naik|Maka Aku bersumpah demi Tuhan yang mengatur tempat-tempat terbit dan terbenamnya  (matahari, bulan dan bintang), sungguh, Kami pasti mampu, 
70|36|Tempat Naik|untuk mengganti (mereka) dengan kaum yang lebih baik dari mereka, dan Kami tidak dapat dikalahkan. 
70|37|Tempat Naik|Maka biarkanlah mereka tenggelam dan bermain-main (dalam kesesatan) sampai mereka menjumpai hari yang diancamkan kepada mereka, 
70|38|Tempat Naik|(yaitu) pada hari ketika mereka keluar dari kubur dengan cepat seakan-akan mereka pergi dengan segera kepada berhala-berhala (sewaktu di dunia),
70|39|Tempat Naik|pandangan mereka tertunduk ke bawah diliputi kehinaan. Itulah hari yang diancamkan kepada mereka.
70|40|Tempat Naik|Maka bersabarlah engkau (Muhammad) dengan kesabaran yang baik.
70|41|Tempat Naik|Mereka memandang (azab) itu jauh (mustahil). 
70|42|Tempat Naik|Sedangkan Kami memandangnya dekat (pasti terjadi). 
70|43|Tempat Naik|(Ingatlah) pada hari ketika langit men-jadi bagaikan cairan tembaga, 
70|44|Tempat Naik|dan gunung-gunung bagaikan bulu (yang beterbangan), 
70|44|Tempat Naik|dan gunung-gunung bagaikan bulu (yang beterbangan), 
71|1|Nuh|Sesungguhnya Kami telah mengutus Nuh kepada kaumnya (dengan perintah), “Berilah kaummu peringatan sebelum datang kepadanya azab yang pedih.” 
71|2|Nuh|maka aku berkata (kepada mereka), “Mohonlah ampunan kepada Tuhanmu, Sungguh, Dia Maha Pengampun, 
71|3|Nuh|niscaya Dia akan menurunkan hujan yang lebat dari langit kepadamu, 
71|4|Nuh|dan Dia memperbanyak harta dan anak-anakmu, dan mengadakan kebun-kebun untukmu dan mengadakan sungai-sungai untukmu.” 
71|5|Nuh|Mengapa kamu tidak takut akan kebesaran Allah? 
71|6|Nuh|Dan sungguh, Dia telah menciptakan kamu dalam beberapa tingkatan (kejadian). 
71|7|Nuh|Tidakkah kamu memperhatikan bagai-mana Allah telah menciptakan tujuh langit berlapis-lapis?
71|8|Nuh|Dan di sana Dia menciptakan bulan yang bercahaya dan menjadikan matahari sebagai pelita (yang cemerlang)?
71|9|Nuh|Dan Allah menumbuhkan kamu dari tanah, tumbuh (berangsur-angsur), 
71|10|Nuh|kemudian Dia akan mengembalikan kamu ke dalamnya (tanah) dan mengeluarkan kamu (pada hari Kiamat) dengan pasti. 
71|11|Nuh|Dan Allah menjadikan bumi untukmu sebagai hamparan, 
71|12|Nuh|Dia (Nuh) berkata, “Wahai kaumku! Sesungguhnya aku ini seorang pemberi peringatan yang menjelaskan kepada kamu, 
71|13|Nuh|agar kamu dapat pergi kian kemari di jalan-jalan yang luas. 
71|14|Nuh|Nuh berkata, “Ya Tuhanku, sesungguhnya mereka durhaka kepadaku, dan mereka mengikuti orang-orang yang harta dan anak-anaknya hanya menambah kerugian baginya, 
71|15|Nuh|dan mereka melakukan tipu daya yang sangat besar.” 
71|16|Nuh|Dan mereka berkata, “Jangan sekali-kali kamu meninggalkan (penyembahan) tuhan-tuhan kamu dan jangan pula sekali-kali kamu meninggalkan (penyembahan) Wadd, dan jangan pula Suwa‘, Yagus, Ya‘uq dan Nasr.” 
71|17|Nuh|Dan sungguh, mereka telah menyesatkan banyak orang; dan janganlah Engkau tambahkan bagi orang-orang yang zalim itu selain kesesatan. 
71|18|Nuh|Disebabkan kesalahan-kesalahan mereka, mereka ditenggelamkan lalu dimasukkan ke neraka, maka mereka tidak mendapat penolong selain Allah.
71|19|Nuh|Dan Nuh berkata, “Ya Tuhanku, janganlah Engkau biarkan seorang pun di antara orang-orang kafir itu tinggal di atas bumi.
71|20|Nuh|Sesungguhnya jika Engkau biarkan mereka tinggal, niscaya mereka akan menyesatkan hamba-hamba-Mu, dan mereka hanya akan melahirkan anak-anak yang jahat dan tidak tahu bersyukur. 
71|21|Nuh|Ya Tuhanku, ampunilah aku, ibu bapakku, dan siapa pun yang memasuki rumahku dengan beriman dan semua orang yang beriman laki-laki dan perempuan. Dan janganlah Engkau tambahkan bagi orang-orang yang zalim itu selain kehancuran.”
71|22|Nuh|(yaitu) sembahlah Allah, bertakwalah kepada-Nya dan taatlah kepadaku, 
71|23|Nuh|niscaya Dia mengampuni sebagian dosa-dosamu dan menangguhkan kamu (memanjangkan umurmu) sampai pada batas waktu yang ditentukan. Sungguh, ketetapan Allah itu apabila telah datang tidak dapat ditunda, seandainya kamu mengetahui.” 
71|24|Nuh|Dia (Nuh) berkata, “Ya Tuhanku, sesungguhnya aku telah menyeru kaumku siang dan malam,
71|25|Nuh|tetapi seruanku itu tidak menambah (iman) mereka, justru mereka lari (dari kebenaran).
71|26|Nuh|Dan sesungguhnya aku setiap kali menyeru mereka (untuk beriman) agar Engkau mengampuni mereka, mereka memasukkan anak jarinya ke telinganya dan menutupkan bajunya (ke wajahnya) dan mereka tetap (mengingkari) dan sangat menyombongkan diri.
71|27|Nuh|Lalu sesungguhnya aku menyeru mereka dengan cara terang-terangan.
71|28|Nuh|Kemudian aku menyeru mereka secara terbuka dan dengan diam-diam,
71|28|Nuh|Kemudian aku menyeru mereka secara terbuka dan dengan diam-diam,
72|1|Jin|Katakanlah (Muhammad), “Telah diwahyukan kepadaku bahwa sekumpulan jin telah mendengarkan (bacaan),” lalu mereka berkata, “Kami telah mendengarkan bacaan yang menakjubkan (Al-Qur'an),
72|2|Jin|Dan sesungguhnya kami (jin) tidak mengetahui (adanya penjagaan itu) apakah keburukan yang dikehendaki orang yang di bumi ataukah Tuhan mereka menghendaki kebaikan baginya. 
72|3|Jin|Dan sesungguhnya di antara kami (jin) ada yang saleh dan ada (pula) kebalikannya. Kami menempuh jalan yang berbeda-beda. 
72|4|Jin|Dan sesungguhnya kami (jin) telah menduga, bahwa kami tidak akan mampu melepaskan diri (dari kekuasaan) Allah di bumi dan tidak (pula) dapat lari melepaskan diri (dari)-Nya. 
72|5|Jin|Dan sesungguhnya ketika kami (jin) mendengar petunjuk (Al-Qur'an), kami beriman kepadanya. Maka barangsiapa beriman kepada Tuhan, maka tidak perlu ia takut rugi atau berdosa. 
72|6|Jin|Dan di antara kami ada yang Islam dan ada yang menyimpang dari kebenaran. Siapa yang Islam, maka mereka itu telah memilih jalan yang lurus. 
72|7|Jin|Dan adapun yang menyimpang dari kebenaran, maka mereka menjadi bahan bakar bagi neraka Jahanam.” 
72|8|Jin|Dan sekiranya mereka tetap berjalan lurus di atas jalan itu (agama Islam), niscaya Kami akan mencurahkan kepada mereka air yang cukup.
72|9|Jin|Dengan (cara) itu Kami hendak menguji mereka. Dan barangsiapa berpaling dari peringatan Tuhannya, niscaya akan dimasukkan-Nya ke dalam azab yang sangat berat. 
72|10|Jin|Dan sesungguhnya masjid-masjid itu adalah untuk Allah. Maka janganlah kamu menyembah apa pun di dalamnya selain Allah. 
72|11|Jin|Dan sesungguhnya ketika hamba Allah (Muhammad) berdiri menyembah-Nya (melaksanakan salat), mereka (jin-jin) itu berdesakan mengerumuninya.
72|12|Jin|(yang) memberi petunjuk kepada jalan yang benar, lalu kami beriman kepadanya. Dan kami sekali-kali tidak akan mempersekutukan sesuatu pun dengan Tuhan kami, 
72|13|Jin|Katakanlah (Muhammad), “Sesungguhnya aku hanya menyembah Tuhanku dan aku tidak mempersekutukan sesuatu pun dengan-Nya.” 
72|14|Jin|Katakanlah (Muhammad), “Aku tidak kuasa menolak mudarat maupun mendatangkan kebaikan kepadamu.” 
72|15|Jin|Katakanlah (Muhammad), “Sesungguhnya tidak ada sesuatu pun yang dapat melindungiku dari (azab) Allah dan aku tidak akan memperoleh tempat berlindung selain dari-Nya. 
