nomor_surat|nomor_ayat|judul_arab|judul_latin|konten
55|25|الرحمن|Ar-Rahman|سَنَفْرُغُ لَكُمْ اَيُّهَ الثَّقَلٰنِۚ  
55|26|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِ 
55|27|الرحمن|Ar-Rahman|يٰمَعْشَرَ الْجِنِّ وَالْاِنْسِ اِنِ اسْتَطَعْتُمْ اَنْ تَنْفُذُوْا مِنْ اَقْطَارِ السَّمٰوٰتِ وَالْاَرْضِ فَانْفُذُوْاۗ  لَا تَنْفُذُوْنَ اِلَّا بِسُلْطٰنٍۚ 
55|28|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِ 
55|29|الرحمن|Ar-Rahman|يُرْسَلُ عَلَيْكُمَا شُوَاظٌ مِّنْ نَّارٍۙ وَّنُحَاسٌ فَلَا تَنْتَصِرَانِۚ 
55|30|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِ 
55|31|الرحمن|Ar-Rahman|فَاِذَا انْشَقَّتِ السَّمَاۤءُ فَكَانَتْ وَرْدَةً كَالدِّهَانِۚ 
55|32|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِ 
55|33|الرحمن|Ar-Rahman|فَيَوْمَئِذٍ لَّا يُسْـَٔلُ عَنْ ذَنْۢبِهٖٓ اِنْسٌ وَّلَا جَاۤنٌّۚ  
55|34|الرحمن|Ar-Rahman|عَلَّمَهُ الْبَيَانَ 
55|35|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِ  
55|36|الرحمن|Ar-Rahman|يُعْرَفُ الْمُجْرِمُوْنَ بِسِيْمٰهُمْ فَيُؤْخَذُ بِالنَّوَاصِيْ وَالْاَقْدَامِۚ  
55|37|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِ 
55|38|الرحمن|Ar-Rahman|هٰذِهٖ جَهَنَّمُ الَّتِيْ يُكَذِّبُ بِهَا الْمُجْرِمُوْنَۘ 
55|39|الرحمن|Ar-Rahman|يَطُوْفُوْنَ بَيْنَهَا وَبَيْنَ حَمِيْمٍ اٰنٍۚ  
55|40|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِ ࣖ
55|41|الرحمن|Ar-Rahman|وَلِمَنْ خَافَ مَقَامَ رَبِّهٖ جَنَّتٰنِۚ
55|42|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِۙ 
55|43|الرحمن|Ar-Rahman|ذَوَاتَآ اَفْنَانٍۚ 
55|44|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِ 
55|45|الرحمن|Ar-Rahman|اَلشَّمْسُ وَالْقَمَرُ بِحُسْبَانٍۙ 
55|46|الرحمن|Ar-Rahman|فِيْهِمَا عَيْنٰنِ تَجْرِيٰنِۚ 
55|47|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِ 
55|48|الرحمن|Ar-Rahman|فِيْهِمَا مِنْ كُلِّ فَاكِهَةٍ زَوْجٰنِۚ 
55|49|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِۚ 
55|50|الرحمن|Ar-Rahman|مُتَّكِـِٕيْنَ عَلٰى فُرُشٍۢ بَطَاۤىِٕنُهَا مِنْ اِسْتَبْرَقٍۗ وَجَنَا الْجَنَّتَيْنِ دَانٍۚ 
55|51|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِ 
55|52|الرحمن|Ar-Rahman|فِيْهِنَّ قٰصِرٰتُ الطَّرْفِۙ لَمْ يَطْمِثْهُنَّ اِنْسٌ قَبْلَهُمْ وَلَا جَاۤنٌّۚ  
55|53|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِۚ 
55|54|الرحمن|Ar-Rahman|كَاَنَّهُنَّ الْيَاقُوْتُ وَالْمَرْجَانُۚ 
55|55|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِ
55|56|الرحمن|Ar-Rahman|وَّالنَّجْمُ وَالشَّجَرُ يَسْجُدَانِ 
55|57|الرحمن|Ar-Rahman|هَلْ جَزَاۤءُ الْاِحْسَانِ اِلَّا الْاِحْسَانُۚ 
55|58|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِ 
55|59|الرحمن|Ar-Rahman|وَمِنْ دُوْنِهِمَا جَنَّتٰنِۚ 
55|60|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِۙ 
55|61|الرحمن|Ar-Rahman|مُدْهَاۤمَّتٰنِۚ  
55|62|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِ 
55|63|الرحمن|Ar-Rahman|فِيْهِمَا عَيْنٰنِ نَضَّاخَتٰنِۚ 
55|64|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِۚ  
55|65|الرحمن|Ar-Rahman|فِيْهِمَا فَاكِهَةٌ وَّنَخْلٌ وَّرُمَّانٌۚ  
55|66|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِۚ 
55|67|الرحمن|Ar-Rahman|وَالسَّمَاۤءَ رَفَعَهَا وَوَضَعَ الْمِيْزَانَۙ  
55|68|الرحمن|Ar-Rahman|فِيْهِنَّ خَيْرٰتٌ حِسَانٌۚ  
55|69|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِۚ 
55|70|الرحمن|Ar-Rahman|حُوْرٌ مَّقْصُوْرٰتٌ فِى الْخِيَامِۚ  
55|71|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِۚ  
55|72|الرحمن|Ar-Rahman|لَمْ يَطْمِثْهُنَّ اِنْسٌ قَبْلَهُمْ وَلَا جَاۤنٌّۚ  
55|73|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِۚ  
55|74|الرحمن|Ar-Rahman|مُتَّكِـِٕيْنَ عَلٰى رَفْرَفٍ خُضْرٍ وَّعَبْقَرِيٍّ حِسَانٍۚ  
55|75|الرحمن|Ar-Rahman|فَبِاَيِّ اٰلَاۤءِ رَبِّكُمَا تُكَذِّبٰنِۚ 
55|76|الرحمن|Ar-Rahman|تَبٰرَكَ اسْمُ رَبِّكَ ذِى الْجَلٰلِ وَالْاِكْرَامِ ࣖ 
55|77|الرحمن|Ar-Rahman|اَلَّا تَطْغَوْا فِى الْمِيْزَانِ 
55|78|الرحمن|Ar-Rahman|وَاَقِيْمُوا الْوَزْنَ بِالْقِسْطِ وَلَا تُخْسِرُوا الْمِيْزَانَ 
55|78|الرحمن|Ar-Rahman|وَاَقِيْمُوا الْوَزْنَ بِالْقِسْطِ وَلَا تُخْسِرُوا الْمِيْزَانَ 
55|78|الرحمن|Ar-Rahman|وَاَقِيْمُوا الْوَزْنَ بِالْقِسْطِ وَلَا تُخْسِرُوا الْمِيْزَانَ 
56|1|الواقعة|Al-Waqi'ah|اِذَا وَقَعَتِ الْوَاقِعَةُۙ 
56|2|الواقعة|Al-Waqi'ah|وَالسّٰبِقُوْنَ السّٰبِقُوْنَۙ  
56|3|الواقعة|Al-Waqi'ah|اُولٰۤىِٕكَ الْمُقَرَّبُوْنَۚ 
56|4|الواقعة|Al-Waqi'ah|فِيْ جَنّٰتِ النَّعِيْمِ 
56|5|الواقعة|Al-Waqi'ah|ثُلَّةٌ مِّنَ الْاَوَّلِيْنَۙ  
56|6|الواقعة|Al-Waqi'ah|وَقَلِيْلٌ مِّنَ الْاٰخِرِيْنَۗ  
56|7|الواقعة|Al-Waqi'ah|عَلٰى سُرُرٍ مَّوْضُوْنَةٍۙ  
56|8|الواقعة|Al-Waqi'ah|مُّتَّكِـِٕيْنَ عَلَيْهَا مُتَقٰبِلِيْنَ
56|9|الواقعة|Al-Waqi'ah|يَطُوْفُ عَلَيْهِمْ وِلْدَانٌ مُّخَلَّدُوْنَۙ  
56|10|الواقعة|Al-Waqi'ah|بِاَكْوَابٍ وَّاَبَارِيْقَۙ وَكَأْسٍ مِّنْ مَّعِيْنٍۙ  
56|11|الواقعة|Al-Waqi'ah|لَّا يُصَدَّعُوْنَ عَنْهَا وَلَا يُنْزِفُوْنَۙ  
56|12|الواقعة|Al-Waqi'ah|لَيْسَ لِوَقْعَتِهَا كَاذِبَةٌ  ۘ 
56|13|الواقعة|Al-Waqi'ah|وَفَاكِهَةٍ مِّمَّا يَتَخَيَّرُوْنَۙ  
56|14|الواقعة|Al-Waqi'ah|وَلَحْمِ طَيْرٍ مِّمَّا يَشْتَهُوْنَۗ  
56|15|الواقعة|Al-Waqi'ah|وَحُوْرٌ عِيْنٌۙ  
56|16|الواقعة|Al-Waqi'ah|كَاَمْثَالِ اللُّؤْلُؤِ الْمَكْنُوْنِۚ  
56|17|الواقعة|Al-Waqi'ah|جَزَاۤءًۢ بِمَا كَانُوْا يَعْمَلُوْنَ
56|18|الواقعة|Al-Waqi'ah|لَا يَسْمَعُوْنَ فِيْهَا لَغْوًا وَّلَا تَأْثِيْمًاۙ  
56|19|الواقعة|Al-Waqi'ah|اِلَّا قِيْلًا سَلٰمًا سَلٰمًا 
56|20|الواقعة|Al-Waqi'ah|وَاَصْحٰبُ الْيَمِينِ ەۙ مَآ اَصْحٰبُ الْيَمِيْنِۗ
56|21|الواقعة|Al-Waqi'ah|فِيْ سِدْرٍ مَّخْضُوْدٍۙ  
56|22|الواقعة|Al-Waqi'ah|وَّطَلْحٍ مَّنْضُوْدٍۙ  
56|23|الواقعة|Al-Waqi'ah|خَافِضَةٌ رَّافِعَةٌ 
56|24|الواقعة|Al-Waqi'ah|وَّظِلٍّ مَّمْدُوْدٍۙ  
56|25|الواقعة|Al-Waqi'ah|وَّمَاۤءٍ مَّسْكُوْبٍۙ  
56|26|الواقعة|Al-Waqi'ah|وَّفَاكِهَةٍ كَثِيْرَةٍۙ  
56|27|الواقعة|Al-Waqi'ah|لَّا مَقْطُوْعَةٍ وَّلَا مَمْنُوْعَةٍۙ  
56|28|الواقعة|Al-Waqi'ah|وَّفُرُشٍ مَّرْفُوْعَةٍۗ  
56|29|الواقعة|Al-Waqi'ah|اِنَّآ اَنْشَأْنٰهُنَّ اِنْشَاۤءًۙ  
56|30|الواقعة|Al-Waqi'ah|فَجَعَلْنٰهُنَّ اَبْكَارًاۙ  
56|31|الواقعة|Al-Waqi'ah|عُرُبًا اَتْرَابًاۙ  
56|32|الواقعة|Al-Waqi'ah|لِّاَصْحٰبِ الْيَمِيْنِۗ  ࣖ 
56|33|الواقعة|Al-Waqi'ah|ثُلَّةٌ مِّنَ الْاَوَّلِيْنَۙ  
56|34|الواقعة|Al-Waqi'ah|اِذَا رُجَّتِ الْاَرْضُ رَجًّاۙ 
56|35|الواقعة|Al-Waqi'ah|وَثُلَّةٌ مِّنَ الْاٰخِرِيْنَۗ  
56|36|الواقعة|Al-Waqi'ah|وَاَصْحٰبُ الشِّمَالِ ەۙ مَآ اَصْحٰبُ الشِّمَالِۗ
56|37|الواقعة|Al-Waqi'ah|فِيْ سَمُوْمٍ وَّحَمِيْمٍۙ  
56|38|الواقعة|Al-Waqi'ah|وَّظِلٍّ مِّنْ يَّحْمُوْمٍۙ  
56|39|الواقعة|Al-Waqi'ah|لَّا بَارِدٍ وَّلَا كَرِيْمٍ 
56|40|الواقعة|Al-Waqi'ah|اِنَّهُمْ كَانُوْا قَبْلَ ذٰلِكَ مُتْرَفِيْنَۚ 
56|41|الواقعة|Al-Waqi'ah|وَكَانُوْا يُصِرُّوْنَ عَلَى الْحِنْثِ الْعَظِيْمِۚ  
56|42|الواقعة|Al-Waqi'ah|وَكَانُوْا يَقُوْلُوْنَ ەۙ اَىِٕذَا مِتْنَا وَكُنَّا تُرَابًا وَّعِظَامًا ءَاِنَّا لَمَبْعُوْثُوْنَۙ
56|43|الواقعة|Al-Waqi'ah|اَوَاٰبَاۤؤُنَا الْاَوَّلُوْنَ 
56|44|الواقعة|Al-Waqi'ah|قُلْ اِنَّ الْاَوَّلِيْنَ وَالْاٰخِرِيْنَۙ 
56|45|الواقعة|Al-Waqi'ah|وَّبُسَّتِ الْجِبَالُ بَسًّاۙ  
56|46|الواقعة|Al-Waqi'ah|لَمَجْمُوْعُوْنَۙ اِلٰى مِيْقَاتِ يَوْمٍ مَّعْلُوْمٍ 
56|47|الواقعة|Al-Waqi'ah|ثُمَّ اِنَّكُمْ اَيُّهَا الضَّاۤ لُّوْنَ الْمُكَذِّبُوْنَۙ  
56|48|الواقعة|Al-Waqi'ah|لَاٰكِلُوْنَ مِنْ شَجَرٍ مِّنْ زَقُّوْمٍۙ  
56|49|الواقعة|Al-Waqi'ah|فَمَالِـُٔوْنَ مِنْهَا الْبُطُوْنَۚ  
56|50|الواقعة|Al-Waqi'ah|فَشَارِبُوْنَ عَلَيْهِ مِنَ الْحَمِيْمِۚ  
56|51|الواقعة|Al-Waqi'ah|فَشَارِبُوْنَ شُرْبَ الْهِيْمِۗ  
56|52|الواقعة|Al-Waqi'ah|هٰذَا نُزُلُهُمْ يَوْمَ الدِّيْنِۗ  
56|53|الواقعة|Al-Waqi'ah|نَحْنُ خَلَقْنٰكُمْ فَلَوْلَا تُصَدِّقُوْنَ 
56|54|الواقعة|Al-Waqi'ah|اَفَرَءَيْتُمْ مَّا تُمْنُوْنَۗ  
56|55|الواقعة|Al-Waqi'ah|ءَاَنْتُمْ تَخْلُقُوْنَهٗٓ اَمْ نَحْنُ الْخَالِقُوْنَ 
56|56|الواقعة|Al-Waqi'ah|فَكَانَتْ هَبَاۤءً مُّنْۢبَثًّاۙ 
56|57|الواقعة|Al-Waqi'ah|نَحْنُ قَدَّرْنَا بَيْنَكُمُ الْمَوْتَ وَمَا نَحْنُ بِمَسْبُوْقِيْنَۙ  
56|58|الواقعة|Al-Waqi'ah|عَلٰٓى اَنْ نُّبَدِّلَ اَمْثَالَكُمْ وَنُنْشِئَكُمْ فِيْ مَا لَا تَعْلَمُوْنَ
56|59|الواقعة|Al-Waqi'ah|وَلَقَدْ عَلِمْتُمُ النَّشْاَةَ الْاُوْلٰى فَلَوْلَا تَذَكَّرُوْنَ 
56|60|الواقعة|Al-Waqi'ah|اَفَرَءَيْتُمْ مَّا تَحْرُثُوْنَۗ  
56|61|الواقعة|Al-Waqi'ah|ءَاَنْتُمْ تَزْرَعُوْنَهٗٓ اَمْ نَحْنُ الزَّارِعُوْنَ 
56|62|الواقعة|Al-Waqi'ah|لَوْ نَشَاۤءُ لَجَعَلْنٰهُ حُطَامًا فَظَلْتُمْ تَفَكَّهُوْنَۙ  
56|63|الواقعة|Al-Waqi'ah|اِنَّا لَمُغْرَمُوْنَۙ  
56|64|الواقعة|Al-Waqi'ah|بَلْ نَحْنُ مَحْرُوْمُوْنَ 
56|65|الواقعة|Al-Waqi'ah|اَفَرَءَيْتُمُ الْمَاۤءَ الَّذِيْ تَشْرَبُوْنَۗ  
56|66|الواقعة|Al-Waqi'ah|ءَاَنْتُمْ اَنْزَلْتُمُوْهُ مِنَ الْمُزْنِ اَمْ نَحْنُ الْمُنْزِلُوْنَ 
56|67|الواقعة|Al-Waqi'ah|وَّكُنْتُمْ اَزْوَاجًا ثَلٰثَةً ۗ
56|68|الواقعة|Al-Waqi'ah|لَوْ نَشَاۤءُ جَعَلْنٰهُ اُجَاجًا فَلَوْلَا تَشْكُرُوْنَ 
56|69|الواقعة|Al-Waqi'ah|اَفَرَءَيْتُمُ النَّارَ الَّتِيْ تُوْرُوْنَۗ  
56|70|الواقعة|Al-Waqi'ah|ءَاَنْتُمْ اَنْشَأْتُمْ شَجَرَتَهَآ اَمْ نَحْنُ الْمُنْشِـُٔوْنَ 
56|71|الواقعة|Al-Waqi'ah|نَحْنُ جَعَلْنٰهَا تَذْكِرَةً وَّمَتَاعًا لِّلْمُقْوِيْنَۚ 
56|72|الواقعة|Al-Waqi'ah|فَسَبِّحْ بِاسْمِ رَبِّكَ الْعَظِيْمِ ࣖ 
56|73|الواقعة|Al-Waqi'ah|فَلَآ اُقْسِمُ بِمَوٰقِعِ النُّجُوْمِ 
56|74|الواقعة|Al-Waqi'ah|وَاِنَّهٗ لَقَسَمٌ لَّوْ تَعْلَمُوْنَ عَظِيْمٌۙ  
56|75|الواقعة|Al-Waqi'ah|اِنَّهٗ لَقُرْاٰنٌ كَرِيْمٌۙ  
56|76|الواقعة|Al-Waqi'ah|فِيْ كِتٰبٍ مَّكْنُوْنٍۙ 
56|77|الواقعة|Al-Waqi'ah|لَّا يَمَسُّهٗٓ اِلَّا الْمُطَهَّرُوْنَۙ  
56|78|الواقعة|Al-Waqi'ah|فَاَصْحٰبُ الْمَيْمَنَةِ ەۙ مَآ اَصْحٰبُ الْمَيْمَنَةِ ۗ
56|79|الواقعة|Al-Waqi'ah|تَنْزِيْلٌ مِّنْ رَّبِّ الْعٰلَمِيْنَ 
56|80|الواقعة|Al-Waqi'ah|اَفَبِهٰذَا الْحَدِيْثِ اَنْتُمْ مُّدْهِنُوْنَ 
56|81|الواقعة|Al-Waqi'ah|وَتَجْعَلُوْنَ رِزْقَكُمْ اَنَّكُمْ تُكَذِّبُوْنَ 
56|82|الواقعة|Al-Waqi'ah|فَلَوْلَآ اِذَا بَلَغَتِ الْحُلْقُوْمَۙ  
56|83|الواقعة|Al-Waqi'ah|وَاَنْتُمْ حِيْنَىِٕذٍ تَنْظُرُوْنَۙ  
56|84|الواقعة|Al-Waqi'ah|وَنَحْنُ اَقْرَبُ اِلَيْهِ مِنْكُمْ وَلٰكِنْ لَّا تُبْصِرُوْنَ 
56|85|الواقعة|Al-Waqi'ah|فَلَوْلَآ اِنْ كُنْتُمْ غَيْرَ مَدِيْنِيْنَۙ  
56|86|الواقعة|Al-Waqi'ah|تَرْجِعُوْنَهَآ اِنْ كُنْتُمْ صٰدِقِيْنَ
56|87|الواقعة|Al-Waqi'ah|فَاَمَّآ اِنْ كَانَ مِنَ الْمُقَرَّبِيْنَۙ  
56|88|الواقعة|Al-Waqi'ah|فَرَوْحٌ وَّرَيْحَانٌ ەۙ وَّجَنَّتُ نَعِيْمٍ
56|89|الواقعة|Al-Waqi'ah|وَاَصْحٰبُ الْمَشْـَٔمَةِ ەۙ مَآ اَصْحٰبُ الْمَشْـَٔمَةِ ۗ
56|90|الواقعة|Al-Waqi'ah|وَاَمَّآ اِنْ كَانَ مِنْ اَصْحٰبِ الْيَمِيْنِۙ  
56|91|الواقعة|Al-Waqi'ah|فَسَلٰمٌ لَّكَ مِنْ اَصْحٰبِ الْيَمِيْنِۗ  
56|92|الواقعة|Al-Waqi'ah|وَاَمَّآ اِنْ كَانَ مِنَ الْمُكَذِّبِيْنَ الضَّاۤلِّيْنَۙ  
56|93|الواقعة|Al-Waqi'ah|فَنُزُلٌ مِّنْ حَمِيْمٍۙ  
56|94|الواقعة|Al-Waqi'ah|وَّتَصْلِيَةُ جَحِيْمٍ 
56|95|الواقعة|Al-Waqi'ah|اِنَّ هٰذَا لَهُوَ حَقُّ الْيَقِيْنِۚ  
56|96|الواقعة|Al-Waqi'ah|فَسَبِّحْ بِاسْمِ رَبِّكَ الْعَظِيْمِ ࣖ 
56|96|الواقعة|Al-Waqi'ah|فَسَبِّحْ بِاسْمِ رَبِّكَ الْعَظِيْمِ ࣖ 
56|96|الواقعة|Al-Waqi'ah|فَسَبِّحْ بِاسْمِ رَبِّكَ الْعَظِيْمِ ࣖ 
57|1|الحديد|Al-Hadid|سَبَّحَ لِلّٰهِ مَا فِى السَّمٰوٰتِ وَالْاَرْضِۚ وَهُوَ الْعَزِيْزُ الْحَكِيْمُ 
57|2|الحديد|Al-Hadid|وَمَا لَكُمْ اَلَّا تُنْفِقُوْا فِيْ سَبِيْلِ اللّٰهِ وَلِلّٰهِ مِيْرَاثُ السَّمٰوٰتِ وَالْاَرْضِۗ  لَا يَسْتَوِيْ مِنْكُمْ مَّنْ اَنْفَقَ مِنْ قَبْلِ الْفَتْحِ وَقَاتَلَۗ  اُولٰۤىِٕكَ اَعْظَمُ دَرَجَةً مِّنَ الَّذِيْنَ اَنْفَقُوْا مِنْۢ بَعْدُ وَقَاتَلُوْاۗ وَكُلًّا وَّعَدَ اللّٰهُ الْحُسْنٰىۗ وَاللّٰهُ بِمَا تَعْمَلُوْنَ خَبِيْرٌ ࣖ 
57|3|الحديد|Al-Hadid|مَنْ ذَا الَّذِيْ يُقْرِضُ اللّٰهَ قَرْضًا حَسَنًا فَيُضٰعِفَهٗ لَهٗ وَلَهٗٓ اَجْرٌ كَرِيْمٌ 
57|4|الحديد|Al-Hadid|يَوْمَ تَرَى الْمُؤْمِنِيْنَ وَالْمُؤْمِنٰتِ يَسْعٰى نُوْرُهُمْ بَيْنَ اَيْدِيْهِمْ وَبِاَيْمَانِهِمْ بُشْرٰىكُمُ الْيَوْمَ جَنّٰتٌ تَجْرِيْ مِنْ تَحْتِهَا الْاَنْهٰرُ خٰلِدِيْنَ فِيْهَاۗ ذٰلِكَ هُوَ الْفَوْزُ الْعَظِيْمُۚ 
57|5|الحديد|Al-Hadid|يَوْمَ يَقُوْلُ الْمُنٰفِقُوْنَ وَالْمُنٰفِقٰتُ لِلَّذِيْنَ اٰمَنُوا انْظُرُوْنَا نَقْتَبِسْ مِنْ نُّوْرِكُمْۚ قِيْلَ ارْجِعُوْا وَرَاۤءَكُمْ فَالْتَمِسُوْا نُوْرًاۗ فَضُرِبَ بَيْنَهُمْ بِسُوْرٍ لَّهٗ بَابٌۗ بَاطِنُهٗ فِيْهِ الرَّحْمَةُ وَظَاهِرُهٗ مِنْ قِبَلِهِ الْعَذَابُۗ
57|6|الحديد|Al-Hadid|يُنَادُوْنَهُمْ اَلَمْ نَكُنْ مَّعَكُمْۗ قَالُوْا بَلٰى وَلٰكِنَّكُمْ فَتَنْتُمْ اَنْفُسَكُمْ وَتَرَبَّصْتُمْ وَارْتَبْتُمْ وَغَرَّتْكُمُ الْاَمَانِيُّ حَتّٰى جَاۤءَ اَمْرُ اللّٰهِ وَغَرَّكُمْ بِاللّٰهِ الْغَرُوْرُ 
57|7|الحديد|Al-Hadid|فَالْيَوْمَ لَا يُؤْخَذُ مِنْكُمْ فِدْيَةٌ وَّلَا مِنَ الَّذِيْنَ كَفَرُوْاۗ مَأْوٰىكُمُ النَّارُۗ هِيَ مَوْلٰىكُمْۗ وَبِئْسَ الْمَصِيْرُ 
57|8|الحديد|Al-Hadid|اَلَمْ يَأْنِ لِلَّذِيْنَ اٰمَنُوْٓا اَنْ تَخْشَعَ قُلُوْبُهُمْ لِذِكْرِ اللّٰهِ وَمَا نَزَلَ مِنَ الْحَقِّۙ وَلَا يَكُوْنُوْا كَالَّذِيْنَ اُوْتُوا الْكِتٰبَ مِنْ قَبْلُ فَطَالَ عَلَيْهِمُ الْاَمَدُ فَقَسَتْ قُلُوْبُهُمْۗ وَكَثِيْرٌ مِّنْهُمْ فٰسِقُوْنَ  
57|9|الحديد|Al-Hadid|اِعْلَمُوْٓا اَنَّ اللّٰهَ يُحْيِ الْاَرْضَ بَعْدَ مَوْتِهَاۗ قَدْ بَيَّنَّا لَكُمُ الْاٰيٰتِ لَعَلَّكُمْ تَعْقِلُوْنَ 
57|10|الحديد|Al-Hadid|اِنَّ الْمُصَّدِّقِيْنَ وَالْمُصَّدِّقٰتِ وَاَقْرَضُوا اللّٰهَ قَرْضًا حَسَنًا يُّضٰعَفُ لَهُمْ وَلَهُمْ اَجْرٌ كَرِيْمٌ 
57|11|الحديد|Al-Hadid|وَالَّذِيْنَ اٰمَنُوْا بِاللّٰهِ وَرُسُلِهٖٓ اُولٰۤىِٕكَ هُمُ الصِّدِّيْقُوْنَ ۖوَالشُّهَدَاۤءُ عِنْدَ رَبِّهِمْۗ  لَهُمْ اَجْرُهُمْ وَنُوْرُهُمْۗ وَالَّذِيْنَ كَفَرُوْا وَكَذَّبُوْا بِاٰيٰتِنَآ اُولٰۤىِٕكَ اَصْحٰبُ الْجَحِيْمِ ࣖ
57|12|الحديد|Al-Hadid|لَهٗ مُلْكُ السَّمٰوٰتِ وَالْاَرْضِۚ يُحْيٖ وَيُمِيْتُۚ وَهُوَ عَلٰى كُلِّ شَيْءٍ قَدِيْرٌ 
57|13|الحديد|Al-Hadid|اِعْلَمُوْٓا اَنَّمَا الْحَيٰوةُ الدُّنْيَا لَعِبٌ وَّلَهْوٌ وَّزِيْنَةٌ وَّتَفَاخُرٌۢ بَيْنَكُمْ وَتَكَاثُرٌ فِى الْاَمْوَالِ وَالْاَوْلَادِۗ  كَمَثَلِ غَيْثٍ اَعْجَبَ الْكُفَّارَ نَبَاتُهٗ ثُمَّ يَهِيْجُ فَتَرٰىهُ مُصْفَرًّا ثُمَّ يَكُوْنُ حُطَامًاۗ وَفِى الْاٰخِرَةِ عَذَابٌ شَدِيْدٌۙ وَّمَغْفِرَةٌ مِّنَ اللّٰهِ وَرِضْوَانٌ  ۗوَمَا الْحَيٰوةُ الدُّنْيَآ اِلَّا مَتَاعُ الْغُرُوْرِ 
57|14|الحديد|Al-Hadid|سَابِقُوْٓا اِلٰى مَغْفِرَةٍ مِّنْ رَّبِّكُمْ وَجَنَّةٍ عَرْضُهَا كَعَرْضِ السَّمَاۤءِ وَالْاَرْضِۙ اُعِدَّتْ لِلَّذِيْنَ اٰمَنُوْا بِاللّٰهِ وَرُسُلِهٖۗ ذٰلِكَ فَضْلُ اللّٰهِ يُؤْتِيْهِ مَنْ يَّشَاۤءُ ۚوَاللّٰهُ ذُو الْفَضْلِ الْعَظِيْمِ
57|15|الحديد|Al-Hadid|مَآ اَصَابَ مِنْ مُّصِيْبَةٍ فِى الْاَرْضِ وَلَا فِيْٓ اَنْفُسِكُمْ اِلَّا فِيْ كِتٰبٍ مِّنْ قَبْلِ اَنْ نَّبْرَاَهَا ۗاِنَّ ذٰلِكَ عَلَى اللّٰهِ يَسِيْرٌۖ  
57|16|الحديد|Al-Hadid|لِّكَيْلَا تَأْسَوْا عَلٰى مَا فَاتَكُمْ وَلَا تَفْرَحُوْا بِمَآ اٰتٰىكُمْ ۗوَاللّٰهُ لَا يُحِبُّ كُلَّ مُخْتَالٍ فَخُوْرٍۙ
57|17|الحديد|Al-Hadid| ۨالَّذِيْنَ يَبْخَلُوْنَ وَيَأْمُرُوْنَ النَّاسَ بِالْبُخْلِ ۗوَمَنْ يَّتَوَلَّ فَاِنَّ اللّٰهَ هُوَ الْغَنِيُّ الْحَمِيْدُ 
